id,about,date,type,year,month,day
1002872,BA-G-91/19 aangaande de reisvergoedingen in de lokale besturen,1991-12-04,Omzendbrief,1991,12,4
1003475,nr. B.A.-G- 90/3 betreffende de uitstapmogelijkheid voor bepaalde leden van het gemeentepersoneel,1990-04-04,Omzendbrief,1990,4,4
1004765,B.A. 96/7 betreffende algemene weddeschaalherziening en gemeenschappelijke krachtlijnen voor een samenhangend personeelsbeleid in de lokale en regionale besturen - Evaluatie,1996-08-02,Omzendbrief,1996,8,2
1006472,houdende instelling van een aanmoedigingspremie voor loopbaanonderbreking voor de personeelsleden van de Vlaamse openbare sector en het Nederlandstalig onderwijs in het raam van de maatregelen tot herverdeling van de arbeid,1998-09-22,Besluit van de Vlaamse Regering,1998,9,22
1008163,BA 2001/08 betreffende de toegang tot contractuele functies bij lokale en regionale besturen,2001-06-22,Omzendbrief,2001,6,22
1008507,tot bepaling van de voorwaarden voor toekenning van subsidies aan gemeenten voor de opleiding van gemeentelijke stedenbouwkundige ambtenaren en voor de betaling van de gemeentelijke stedenbouwkundige ambtenaren in kleine gemeenten,2001-11-23,Besluit van de Vlaamse Regering,2001,11,23
1008569,BA/2001/16 Lokale politie -vaststelling van de personeelsformaties - financiële gevolgen. - Vaststelling van d egemeentelijke dotaties - opstelling van de begrotingen 2002,2001-12-07,Omzendbrief,2001,12,7
1009150,BA 2002/07 betreffende het vakantiegeld 2002 en de haard- en standplaatstoelage van het gemeente- en provinciepersoneel. De gevolgen van de regionalisering van de Nieuwe Gemeentewet en Provinciewet - toelichting,2002-04-19,Omzendbrief,2002,4,19
1009787,betreffende de toekenning en de vaststelling van het vakantiegeld van het gemeentepersoneel en het provinciepersoneel,2002-09-13,Besluit van de Vlaamse Regering,2002,9,13
1010848,"houdende regeling van het politiek verlof voor de personeelsleden van de provincies, gemeenten, de agglomeraties van gemeenten en openbare centra voor maatschappelijk welzijn, alsook de openbare instellingen en publiekrechtelijke verenigingen die onder hun controle of toezicht vallen",2003-03-14,Decreet,2003,3,14
1011104,"BA 2003/06 betreffende het vakantiegeld van de burgemeesters, schepenen en OCMW-voorzitters",2003-05-16,Omzendbrief,2003,5,16
1011114,BA 2003/05 met toelichting bij het sectoraal akkoord 2003-2004 voor het personeel van de lokale en provinciale besturen en met de mededeling omtrent nieuwe grensbedragen haard- en standplaatstoelage,2003-05-16,Omzendbrief,2003,5,16
1013084,tot vaststelling van het vakantiegeld en de eindejaarspremie van de burgemeesters en schepenen,2000-11-16,Koninklijk Besluit,2000,11,16
1013377,"tot vaststelling van de voorwaarden en de regels inzake de toekenning van subsidies voor vormingsinitiatieven voor lokale mandatarissen, ambtenaren en topambtenaren",2004-05-28,Besluit van de Vlaamse Regering,2004,5,28
1013949,Gemeentedecreet,2005-07-15,Decreet,2005,7,15
1014067,tot bepaling van de minimale gegevens die een evaluatieverslag over een gesubsidieerd vormingsinitiatief voor lokale mandatarissen en lokale topambtenaren moet bevatten,2004-12-14,Ministerieel besluit,2004,12,14
1014146,BA 2005/07 betreffende het sectoraal akkoord 2005-2007 voor het personeel van de lokale en provinciale besturen - kennisgeving,2005-11-18,Omzendbrief,2005,11,18
1014382,houdende de minimale voorwaarden voor het mandaatstelsel van het gemeentepersoneel en het provinciepersoneel en bepaling over de taalpremie,2006-02-10,Besluit van de Vlaamse Regering,2006,2,10
1014418,"BA 2006/05 betreffende het Gemeentedecreet van 15 juli 2005, artikelen 102 tot en met 117, personeel; Provinciedecreet van 9 december 2005, artikelen 98 tot en met 113, personeel (inwerkingtreding op 1 januari 2006)",2006-03-17,Omzendbrief,2006,3,17
1015363,"[houdende vaststelling van de tuchtprocedure voor het statutaire gemeentepersoneel ter uitvoering van artikel 129, 136 en 143 van het Gemeentedecreet, voor het statutaire personeel van de openbare centra voor maatschappelijk welzijn ter uitvoering van artikel 128, 135 en 142 van het decreet van 19 december 2008 betreffende de organisatie van de openbare centra voor maatschappelijk welzijn, en voor het statutaire provinciepersoneel ter uitvoering van artikel 125, 132 en 139 van het Provinciedecreet (verv. BVR 15 mei 2009, art. 1)]",2006-12-15,Besluit van de Vlaamse Regering,2006,12,15
1015364,"[houdende vaststelling van de samenstelling, de vergoeding van de leden en de werking van de Beroepscommissie voor tuchtzaken ter uitvoering van artikel 138 van het Gemeentedecreet, artikel 137 van het decreet van 19 december 2008 betreffende de organisatie van de openbare centra voor maatschappelijk welzijn en artikel 134 van het Provinciedecreet  (verv. BVR 15 mei 2009, art. 1)]",2006-12-15,Besluit van de Vlaamse Regering,2006,12,15
1016444,"houdende vaststelling van de voorwaarden waaronder de ambten van gemeentesecretaris, gemeentelijk financieel beheerder, secretaris van een openbaar centrum voor maatschappelijk welzijn en [financieel beheerder (verv. BVR 15 mei 2009, art. 1)] van een openbaar centrum voor maatschappelijk welzijn deeltijds kunnen worden uitgeoefend, en houdende vaststelling van sommige gevallen waarin de ambten van gemeentelijk financieel beheerder en van [financieel beheerder (verv. BVR 15 mei 2009, art. 1)] van een openbaar centrum voor maatschappelijk welzijn kunnen worden uitgeoefend door een gewestelijke ontvanger",2007-12-21,Besluit van de Vlaamse Regering,2007,12,21
1020423,"houdende regeling van de externe personeelsmobiliteit tussen sommige lokale en provinciale overheden onderling en tussen sommige lokale en provinciale overheden en de diensten van de Vlaamse overheid onderling, en houdende enkele maatregelen ter ondersteuning van de externe personeelsmobiliteit tussen overheden met hetzelfde werkingsgebied",2011-05-20,Besluit van de Vlaamse Regering,2011,5,20
1029734,"tot vaststelling van de tuchtprocedure voor het statutaire personeel van het lokaal bestuur en tot vaststelling van de werking, de samenstelling en de vergoeding van de leden van de Beroepscommissie voor Tuchtzaken",2018-07-20,Besluit van de Vlaamse Regering,2018,7,20
1035448,"houdende maatregelen ten gevolge van de pandemie veroorzaakt door COVID-19 en tot wijziging van de minimale voorwaarden voor de rechtspositieregeling van het personeel van de gemeenten, de openbare centra voor maatschappelijk welzijn en de provincies",2021-03-12,Besluit van de Vlaamse Regering,2021,3,12
1038106,tot vaststelling van de minimale voorwaarden van de rechtspositieregeling van het personeel van lokale en provinciale besturen,2023-01-20,Besluit van de Vlaamse Regering,2023,1,20
1000182,"[betreffende het publiekrechtelijk vormgegeven extern verzelfstandigde agentschap Waterwegen en Zeekanaal, naamloze vennootschap van publiek recht]",1994-05-04,Decreet,1994,5,4
1013163,tot het aannemen van de statuten van het agentschap Waterwegen en Zeekanaal,2004-05-07,Besluit van de Vlaamse Regering,2004,5,7
1013230,houdende de omschrijving van de territoriale bevoegdheid van Waterwegen en Zeekanaal,2004-06-04,Besluit van de Vlaamse Regering,2004,6,4
1013605,"betreffende de rechtsopvolging naar aanleiding van de omzetting van de Dienst voor de Scheepvaart in een publiekrechtelijk vormgegeven extern verzelfstandigd agentschap De Scheepvaart, en naar aanleiding van de kwalificatie van de NV. Zeekanaal en Watergebonden Grondbeheer Vlaanderen waarvan de naam wordt gewijzigd in Waterwegen en Zeekanaal als publiekrechtelijk vormgegeven extern verzelfstandigd agentschap",2004-11-19,Besluit van de Vlaamse Regering,2004,11,19
1015317,houdende bepalingen tot begeleiding van de begroting 2007,2006-12-22,Decreet,2006,12,22
1015621,"houdende de overdracht van sommige personeelsleden van het departement Mobiliteit en Openbare Werken aan het verzelfstandigde agentschap Waterwegen en Zeekanaal, samen met alle goederen die aan die personeelsleden verbonden zijn",2007-02-16,Besluit van de Vlaamse Regering,2007,2,16
1015733,houdende oprichting van het orgaan dat de bevoegdheden uitoefent inzake de rechtspositie van het personeel voor het agentschap Waterwegen en Zeekanaal NV ,2006-03-06,Ministerieel besluit,2006,3,6
1017857,"houdende de agentschapspecifieke regeling van de rechtspositie van het personeel van het publiekrechtelijk vormgegeven extern verzelfstandigde agentschap Waterwegen en Zeekanaal, naamloze vennootschap van publiek recht ",2009-03-27,Besluit van de Vlaamse Regering,2009,3,27
1020983,houdende de delegatie van bevoegdheden aan sommige personeelsleden van de afdeling Zeeschelde,2008-12-16,Besluit van het afdelingshoofd,2008,12,16
1021290,tot vaststelling van de uurloontarieven voor doorrekening aan derden,2012-02-08,Besluit van de Raad van Bestuur,2012,2,8
1021460,betreffende de delegatie van bevoegdheden aangaande de vertegenwoordiging. - Waterwegen en Zeekanaal NV,2009-07-08,Besluit van de Raad van Bestuur,2009,7,8
1021463,betreffende de delegatie van bevoegdheden aangaande de vertegenwoordiging,2009-04-08,Besluit van de Raad van Bestuur,2009,4,8
1021471,van Waterwegen en Zeekanaal NV betreffende de delegatie van bevoegdheden,2006-09-13,Besluit van de Raad van Bestuur,2006,9,13
1021484,van Waterwegen en Zeekanaal NV betreffende de delegatie van bevoegdheden aan de algemeen directeur en de afdelingshoofden,2006-08-22,Besluit van de gedelegeerd bestuurder,2006,8,22
1021773,tot goedkeuring van de wijziging van de statuten van het agentschap Waterwegen en Zeekanaal,2012-05-04,Besluit van de Vlaamse Regering,2012,5,4
1023013,van de afdeling Bovenschelde betreffende de delegatie van bevoegdheden(Waterwegen en Zeekanaal N.V.),2013-05-31,Besluit van het afdelingshoofd,2013,5,31
1023642,betreffende het instellen van een retributie voor eProcurement,2013-10-09,Besluit van de Raad van Bestuur,2013,10,9
1023696,van Waterwegen en Zeekanaal NV - Extern verzelfstandigd agentschap van publiek recht - betreffende de delegatie van bevoegdheden aan de algemeen directeur en de afdelingshoofden. - Gecoördineerde versie 8 januari 2014,2006-08-22,Besluit van de gedelegeerd bestuurder,2006,8,22
1023697,van Waterwegen en Zeekanaal NV - Extern verzelfstandigd agentschap van publiek recht -  betreffende de delegatie van bevoegdheden. - Gecoördineerde versie,2006-09-13,Besluit van de Raad van Bestuur,2006,9,13
1023701,van Waterwegen en Zeekanaal NV. - Extern verzelfstandigd agentschap van publiek recht. -  betreffende de delegatie van bevoegdheden aangaande de vertegenwoordiging. - Gecoördineerde versie,2010-01-13,Besluit van de Raad van Bestuur,2010,1,13
1023774,houdende de delegatie van bevoegdheden aan sommige personeelsleden van de afdeling Zeekanaal (Waterwegen en Zeekanaal NV),2014-01-29,Besluit van het afdelingshoofd,2014,1,29
1023775,houdende de delegatie van bevoegdheden aan sommige personeelsleden van de afdeling Commercieel Beheer (Waterwegen en Zeekanaal NV),2014-01-30,Besluit van het afdelingshoofd,2014,1,30
1023971,Waterwegen en Zeekanaal NV van de afdeling Bovenschelde betreffende de delegatie van bevoegdheden,2013-09-27,Besluit van het afdelingshoofd,2013,9,27
1024048,Waterwegen en Zeekanaal NV - Extern verzelfstandigd agentschap van publiek recht tot vaststelling van de uurloontarieven voor doorrekening aan derden,2014-04-09,Besluit van de Raad van Bestuur,2014,4,9
1024247,Waterwegen en Zeekanaal NV betreffende de delegatie van bevoegdheden Gecoördineerde versie,2006-09-13,Besluit van de Raad van Bestuur,2006,9,13
1024252,Waterwegen en Zeekanaal NV betreffende de delegatie van bevoegdheden aangaande de vertegenwoordiging. - Gecoördineerde versie,2010-01-13,Besluit van de Raad van Bestuur,2010,1,13
1024321,van Waterwegen en Zeekanaal NV  betreffende de delegatie van bevoegdheden aan de algemeen directeur en de afdelingshoofden Gecoördineerde versie 04.06.2014,2006-08-22,Besluit van de gedelegeerd bestuurder,2006,8,22
1024322,van Waterwegen en Zeekanaal NV betreffende de delegatie van bevoegdheden Gecoördineerde versie,2006-09-13,Besluit van de Raad van Bestuur,2006,9,13
1024323,van Waterwegen en Zeekanaal NV betreffende de delegatie van bevoegdheden aangaande de vertegenwoordiging. - Gecoördineerde versie,2010-01-13,Besluit van de Raad van Bestuur,2010,1,13
1024327,van Waterwegen en Zeekanaal NV houdende indexatie van de tarieven die van toepassing zijn op het kanaal Brussel-Schelde,2014-07-09,Besluit van de Raad van Bestuur,2014,7,9
1024328,van Waterwegen en Zeekanaal NV houdende indexatie van de scheepvaartrechten,2014-07-09,Besluit van de Raad van Bestuur,2014,7,9
1024575,van Waterwegen en Zeekanaal NV van 22 augustus 2014 tot aanwijzing van het afdelingshoofd van de afdeling Bovenschelde,2014-08-22,Besluit van de gedelegeerd bestuurder,2014,8,22
1024628,van Waterwegen en Zeekanaal NV tot aanwijzing van een waarnemend afdelingshoofd van de afdeling Coördinatie en Ondersteuning,2014-09-11,Besluit van de gedelegeerd bestuurder,2014,9,11
1024670,van Waterwegen en Zeekanaal NV tot aanwijzing van een waarnemend afdelingshoofd van de afdeling commercieel beheer ,2014-09-25,Besluit van de gedelegeerd bestuurder,2014,9,25
1024685,van Waterwegen en Zeekanaal NV betreffende de delegatie van bevoegdheden aan de algemeen directeur en de afdelingshoofden. - Gecoördineerde versie 10 september 2014,2006-08-22,Besluit van de gedelegeerd bestuurder,2006,8,22
1024837,van Waterwegen en Zeekanaal NV betreffende de delegatie van bevoegdheden aan de algemeen directeur en de afdelingshoofden - Gecoördineerde versie van 10 december 2014.,2006-08-22,Besluit van de gedelegeerd bestuurder,2006,8,22
1024948,van Waterwegen en Zeekanaal NV. - Extern verzelfstandigd agentschap van publiek recht - betreffende de delegatie van bevoegdheden. - Gecoördineerde versie van 14 januari 2015,2006-09-13,Besluit van de Raad van Bestuur,2006,9,13
1025083,van de Waterwegen en Zeekanaal NV betreffende de delegatie van bevoegdheden aan de algemeen directeur en de afdelingshoofden - Gecoördineerde versie 11 februari 2015,2006-08-22,Besluit van de gedelegeerd bestuurder,2006,8,22
1025256,betreffende de delegatie van bevoegdheden. - Gecoördineerde versie van 11 maart 2015. - Waterwegen en Zeekanaal NV. - Extern verzelfstandigd agentschap van publiek recht ,2006-09-13,Besluit van de Raad van Bestuur,2006,9,13
1025504,tot toelating tot de proeftijd en aanwijzing tot afdelingshoofd van de afdeling commercieel beheer van mevrouw De Mulder Veroniek,2015-06-05,Besluit van de gedelegeerd bestuurder,2015,6,5
1025543,van Waterwegen en Zeekanaal NV houdende de coördinatie van het besluit van de Raad van Bestuur van 13 september 2006 betreffende de delegatie van bevoegdheden,2015-06-10,Besluit van de gedelegeerd bestuurder,2015,6,10
1025731,houdende de delegatie van bevoegdheden aan sommige personeelsleden van de afdeling Commercieel Beheer,2015-05-06,Besluit van het afdelingshoofd,2015,5,6
1026117,betreffende de aanduiding van de bevoegde autoriteit in de zin van punt 1.5.1 van de Bijlage bij het Europees verdrag van 26 mei 2000 inzake het internationaal vervoer van gevaarlijke goederen over de binnenwateren,2015-10-20,Ministerieel besluit,2015,10,20
1026231,Waterwegen en Zeekanaal NV - houdende vaststelling van de afvalbijdrage van de zeevaart,2015-11-18,Besluit van de Raad van Bestuur,2015,11,18
1027797,houdende de overdracht van sommige personeelsleden van het extern verzelfstandigd agentschap Waterwegen en Zeekanaal NV aan het extern verzelfstandigd agentschap nv De Scheepvaart,2016-12-23,Besluit van de Vlaamse Regering,2016,12,23
1027804,houdende diverse maatregelen inzake de herstructurering van Waterwegen en Zeekanaal NV van publiek recht en nv De Scheepvaart van publiek recht,2016-12-23,Decreet,2016,12,23
1027810,Waterwegen en Zeekanaal NV - Afdeling Zeeschelde - houdende de delegatie van bevoegdheden aan sommige personeelsleden van de afdeling Zeeschelde,2017-01-20,Besluit van het afdelingshoofd,2017,1,20
1027886,houdende de delegatie van bevoegdheden aan sommige personeelsleden van de afdeling Zeekanaal,2017-02-07,Besluit van het afdelingshoofd,2017,2,7
1028554,houdende de delegatie van bevoegdheden aan sommige personeelsleden van de afdeling commercieel beheer van Waterwegen en Zeekanaal NV. - Afdeling commercieel beheer ,2017-07-13,Besluit van het afdelingshoofd,2017,7,13
1000182,"[betreffende het publiekrechtelijk vormgegeven extern verzelfstandigde agentschap Waterwegen en Zeekanaal, naamloze vennootschap van publiek recht]",1994-05-04,Decreet,1994,5,4
1001953,tot het aannemen van de statuten van de N.V. Zeekanaal en Watergebonden Grondbeheer Vlaanderen,1994-12-07,Besluit van de Vlaamse Regering,1994,12,7
1004091,houdende afbakening van de territoriale bevoegdheid van de NV. Zeekanaal en Watergebonden Grondbeheer Vlaanderen,1994-11-09,Besluit van de Vlaamse Regering,1994,11,9
1004147,houdende bepalingen tot begeleiding van de begroting 1996,1995-12-22,Decreet,1995,12,22
1004463,houdende de algemene regels met betrekking tot de overeenkomsten te sluiten met [het Agentschap Waterwegen en Zeekanaal] betreffende het grondbeheer,1994-11-09,Besluit van de Vlaamse Regering,1994,11,9
1006463,tot vaststelling van de personeelsformatie van de naamloze vennootschap Zeekanaal en Watergebonden Grondbeheer Vlaanderen,1998-12-18,Besluit van de Vlaamse Regering,1998,12,18
1009806,tot vaststelling van de modaliteiten van overdracht van sommige personeelsleden van het ministerie van de Vlaamse Gemeenschap naar de nv. Zeekanaal en Watergebonden Grondbeheer Vlaanderen,2002-06-07,Besluit van de Vlaamse Regering,2002,6,7
1000182,"[betreffende het publiekrechtelijk vormgegeven extern verzelfstandigde agentschap Waterwegen en Zeekanaal, naamloze vennootschap van publiek recht]",1994-05-04,Decreet,1994,5,4
1001953,tot het aannemen van de statuten van de N.V. Zeekanaal en Watergebonden Grondbeheer Vlaanderen,1994-12-07,Besluit van de Vlaamse Regering,1994,12,7
1004091,houdende afbakening van de territoriale bevoegdheid van de NV. Zeekanaal en Watergebonden Grondbeheer Vlaanderen,1994-11-09,Besluit van de Vlaamse Regering,1994,11,9
1004147,houdende bepalingen tot begeleiding van de begroting 1996,1995-12-22,Decreet,1995,12,22
1004463,houdende de algemene regels met betrekking tot de overeenkomsten te sluiten met [het Agentschap Waterwegen en Zeekanaal] betreffende het grondbeheer,1994-11-09,Besluit van de Vlaamse Regering,1994,11,9
1006463,tot vaststelling van de personeelsformatie van de naamloze vennootschap Zeekanaal en Watergebonden Grondbeheer Vlaanderen,1998-12-18,Besluit van de Vlaamse Regering,1998,12,18
1009806,tot vaststelling van de modaliteiten van overdracht van sommige personeelsleden van het ministerie van de Vlaamse Gemeenschap naar de nv. Zeekanaal en Watergebonden Grondbeheer Vlaanderen,2002-06-07,Besluit van de Vlaamse Regering,2002,6,7
1000183,betreffende de [indiening en afhandeling van de aanvraag tot ondersteuning] bij het Vlaams Agentschap voor Personen met een Handicap,1991-07-24,Besluit van de Vlaamse Regering,1991,7,24
1000214,tot vaststelling van algemene erkenningsvoorwaarden van voorzieningen bedoeld in het decreet van 27 juni 1990 houdende oprichting van een Vlaams Fonds voor de Sociale Integratie van Personen met een Handicap,1993-12-15,Besluit van de Vlaamse Regering,1993,12,15
1000238,betreffende het bestuurlijk beleid,1990-12-12,Decreet,1990,12,12
1000357,tot vaststelling van de algemene regels inzake het verlenen van vergunningen en erkenningen door het Vlaams [Agentschap voor] Personen met een Handicap,1993-12-15,Besluit van de Vlaamse Regering,1993,12,15
1000609,"tot vaststelling van de financiële bijdrage van [de personen met een handicap], geplaatst ten laste van [het Vlaams Agentschap voor Personen met een Handicap]",1983-07-28,Besluit van de Vlaamse Regering,1983,7,28
1000761,tot vaststelling van de programmatie voor de voorzieningen op het vlak van de sociale integratie van personen met een handicap,1993-04-28,Besluit van de Vlaamse Regering,1993,4,28
1001184,houdende vaststelling van de regels volgens dewelke het [Vlaams Agentschap voor Personen met een Handicap] de kosten van bijstand door [tolken voor doven en slechthorenden] ten laste nemen,1994-07-20,Besluit van de Vlaamse Regering,1994,7,20
1001295,"betreffende de toewijzing van de taken, rechten en verplichtingen van het Fonds voor Medisch, Sociale en Pedagogische Zorg voor Gehandicapten en van sommige taken, rechten en verplichtingen van het Vlaams Fonds voor de Bouw van Ziekenhuizen en Medisch-Sociale Instellingen aan het Vlaams Fonds voor de Sociale Integratie van Personen met een Handicap",1991-07-17,Besluit van de Vlaamse Regering,1991,7,17
1001445,tot vaststelling van de wijze waarop personeelsleden van het Bestuur Gehandicaptenvoorzieningen van de Administratie Gezin en Maatschappelijk Welzijn overgaan naar het Vlaams Fonds voor Sociale Integratie van Personen met een Handicap,1992-12-18,Besluit van de Vlaamse Regering,1992,12,18
1001611,houdende bepalingen tot begeleiding van de begroting 1995,1994-12-21,Decreet,1994,12,21
1001701,tot vaststelling van de vergoedingen van onderzoekingen door deskundigen en tot vaststelling van de tegemoetkomingscriteria in de verplaatsingskosten van de onderzochte personen in het raam van de werking van de beroepscommissie bij het Vlaams Fonds voor Sociale Integratie van Personen met een Handicap,1992-09-25,Ministerieel besluit,1992,9,25
1002267,tot vaststelling van de presentiegelden en vergoedingen van de voorzitters en van de leden van de provinciale evaluatiecommissie en van de adviescommissie bij het Vlaams Fonds voor de Sociale Integratie van Personen met een Handicap,1991-10-09,Besluit van de Vlaamse Regering,1991,10,9
1002431,"betreffende de toewijzing van sommige taken, goederen, rechten en verplichtingen van de Vlaamse Gemeenschap aan het Vlaams Fonds voor Sociale Integratie van Personen met een Handicap",1991-09-11,Besluit van de Vlaamse Regering,1991,9,11
1002557,"houdende machtiging van het Vlaams Fonds voor Sociale Integratie van Personen met een Handicap tot deelname aan de pensioenregeling, ingesteld bij de wet van 28 april 1958 betreffende het pensioen van het personeel van zekere organismen van openbaar nut alsmede van hun rechthebbenden",1991-07-10,Besluit van de Vlaamse Regering,1991,7,10
1002860,betreffende de tenlasteneming door [de Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding] van bijkomende uitgaven voor de professionele integratie van personen met een handicap,1995-04-05,Besluit van de Vlaamse Regering,1995,4,5
1002861,"tot vaststelling van de presentiegelden en vergoedingen van de voorzitter en van de leden van de bijzondere bijstandscommissie bedoeld bij artikel 9bis van het besluit van de Vlaamse regering van 31 juli 1992 tot vaststelling van de criteria, modaliteiten en bedragen van de tussenkomsten voor individuele materiële bijstand ten gunste van personen met een handicap",1995-04-05,Besluit van de Vlaamse Regering,1995,4,5
1002973,tot vaststelling van de voorwaarden waarop [de Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding] een loonsubsidie toekent aan de werkgevers die personen met een handicap tewerkstellen onder gewone arbeidsvoorwaarden,1995-04-05,Besluit van de Vlaamse Regering,1995,4,5
1003084,houdende bepaling van de vestigingsplaats van de zetel van het Vlaams Fonds voor Sociale Integratie van Personen met een Handicap,1991-01-09,Besluit van de Vlaamse Regering,1991,1,9
1003095,houdende vaststelling van de ontvangstpersoneelsformatie van het Vlaams Fonds voor de sociale integratie van personen met een handicap,1991-01-30,Besluit van de Vlaamse Regering,1991,1,30
1003127,"tot vaststelling van het presentiegeld en de vergoedingen van de voorzitter, de ondervoorzitters en de gemeenschapscommissarissen, de leden van de bestuursorganen en van de adviescomités van het Vlaams Fonds voor Sociale Integratie van Personen met een Handicap",1990-12-12,Besluit van de Vlaamse Regering,1990,12,12
1003768,tot vaststelling van de voorwaarden en [maatregelen] volgens [welke het Vlaams Agentschap voor Personen met een Handicap] bijzondere subsidies aan voorzieningen kan toekennen,1995-04-26,Besluit van de Vlaamse Regering,1995,4,26
1004090,betreffende bijzondere subsidies aan voorzieningen in de gehandicaptensector,1995-10-24,Omzendbrief,1995,10,24
1005088,"houdende subsidieregeling van het loon en van de sociale lasten van de werknemers in de beschutte werkplaatsen die erkend zijn door het [Departement Werk en Sociale Economie (verv. BVR 20 juni 2014, art. 11, I: 30 oktober 2014)]",1996-12-19,Besluit van de Vlaamse Regering,1996,12,19
1005139,bijzondere subsidies aan voorzieningen in de gehandicaptensector,1997-01-03,Omzendbrief,1997,1,3
1005210,betreffende de erkenning en subsidiëring van thuisbegeleidingsdiensten voor personen met een handicap,1996-12-17,Besluit van de Vlaamse Regering,1996,12,17
1005378,tot vaststelling van de erkenningsvoorwaarden en -modaliteiten van de centra of diensten voor revalidatie,1996-12-17,Besluit van de Vlaamse Regering,1996,12,17
1005939,betreffende de bijzondere subsidies aan voorzieningen in de gehandicaptensector,1998-01-07,Omzendbrief,1998,1,7
1006128,tot vaststelling van de wijze waarop het Vlaams Fonds voor Sociale Integratie van Personen met een Handicap het wonen onder begeleiding van een particulier subsidieert binnen het kader van de verdere flexibilisering van de zorgvoorzieningen,1998-03-24,Besluit van de Vlaamse Regering,1998,3,24
1006450,betreffende vrijetijdsbesteding van personen met een handicap,1998-12-11,Omzendbrief,1998,12,11
1006505,betreffende bijzondere subsidies aan voorzieningen in de gehandicaptensector,1999-01-21,Omzendbrief,1999,1,21
1006513,tot vaststelling van de voorwaarden en modaleiten volgens dewelke [de Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding] een inschakelingspremie toekent aan de werkgevers die personen met een handicap tewerkstellen onder gewone arbeidsvoorwaarden,1998-12-18,Besluit van de Vlaamse Regering,1998,12,18
1006521,betreffende de erkenning en subsidiëring van diensten voor beschermd wonen voor personen met een handicap,1998-12-18,Besluit van de Vlaamse Regering,1998,12,18
1006539,betreffende de arbeidstrajectbegeleiding voor personen met een handicap,1998-12-18,Besluit van de Vlaamse Regering,1998,12,18
1006711,betreffende de erkenning en subsidiëring van centra voor gespecialiseerde voorlichting bij beroepskeuze voor personen met een handicap,1999-04-13,Besluit van de Vlaamse Regering,1999,4,13
1006824,houdende vaststelling van de personeelsformatie van het Vlaams Fonds voor Sociale Integratie van Personen met een Handicap,1999-06-08,Besluit van de Vlaamse Regering,1999,6,8
1006885,betreffende de vrijetijdsbesteding van personen met een handicap,1999-07-27,Omzendbrief,1999,7,27
1007153,bijzondere subsidies aan voorzieningen in de gehandicaptensector,2000-01-11,Omzendbrief,2000,1,11
1007588,tot vaststelling van de voorwaarden voor de goedkeuring en de subsidiëring van projecten in het kader van de professionele integratie van personen met een handicap,2000-07-17,Besluit van de Vlaamse Regering,2000,7,17
1007805,houdende vrijstelling voor bepaalde categorieën gehandicapte personen van de vervulling van verblijfsduurvoorwaarden om de bijstand te genieten van het Vlaams [Agentschap voor] Personen met een Handicap,2000-12-15,Besluit van de Vlaamse Regering,2000,12,15
1007813,houdende vaststelling van de voorwaarden van toekenning van een [persoonlijke-assistentiebudget] aan personen met een handicap,2000-12-15,Besluit van de Vlaamse Regering,2000,12,15
1007840,betreffende de kwaliteitszorg in de voorzieningen voor de sociale integratie van personen met een handicap,2000-12-15,Besluit van de Vlaamse Regering,2000,12,15
1007872,houdende de vaststelling van de criteria van toekenning van onderhoudstoelagen aan centra of diensten voor revalidatie,2001-01-19,Besluit van de Vlaamse Regering,2001,1,19
1007984,houdende verscheidene bepalingen tot regeling en subsidiëring van arbeid en vakantie van personeel tewerkgesteld door voorzieningen gesubsidieerd door het Vlaams Fonds voor Sociale Integratie van Personen met een Handicap [of door de Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding],2001-03-30,Besluit van de Vlaamse Regering,2001,3,30
1008356,tot subsidiëring van management en vorming ten bate van voorzieningen gesubsidieerd door het Vlaams Fonds voor Sociale Integratie van Personen met een Handicap [of door de Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding],2001-07-10,Besluit van de Vlaamse Regering,2001,7,10
1008372,"betreffende de erkenning en subsidiëring van organisaties, belast met de ondersteuning van voorzieningen voor de sociale integratie van personen met een handicap bij de implementatie van de kwaliteitszorg in de welzijnsvoorzieningen",2001-07-13,Besluit van de Vlaamse Regering,2001,7,13
1008409,houdende subsidieregeling van het loon en van de sociale lasten van personen tewerkgesteld in de gehandicaptensector en wier tewerkstellingskosten voorheen in het stelsel van het derde arbeidscircuit door de overheid gedragen werden,2001-07-10,Besluit van de Vlaamse Regering,2001,7,10
1008447,houdende de heroverweging van de budgettaire middelen door de organisatie van de ambulante begeleiding door bepaalde voorzieningen inzake sociale integratie van personen met een handicap en houdende de aanpassing van de werkingskosten van de semi-internaten voor schoolgaanden,2001-07-13,Besluit van de Vlaamse Regering,2001,7,13
1008460,"tot vaststelling van de criteria, voorwaarden en refertebedragen van de tussenkomsten in de individuele materiële bijstand voor de sociale integratie van personen met een handicap",2001-07-13,Besluit van de Vlaamse Regering,2001,7,13
